Stock,Stock Name,Stock Long Name,Board,Sector
"=""1066C8""",RHBBANK-C8,RHBBANK-C8: CW RHB BANK BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""1066C9""",RHBBANK-C9,RHBBANK-C9: CW RHB BANK BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""1082""",HLFG,HONG LEONG FINANCIAL GROUP BHD,MAIN MARKET,FINANCIAL SERVICES
"=""1147""",GOB,GLOBAL ORIENTAL BERHAD,MAIN MARKET,PROPERTY
"=""1147WA""",GOB-WA,GLOBAL ORIENTAL BERHAD-WA 2014/2019,MAIN MARKET,PROPERTY
"=""1155""",MAYBANK,MALAYAN BANKING BHD,MAIN MARKET,FINANCIAL SERVICES
"=""115542""",MAYBANKC42,MAYBANKC42: CW MALAYAN BANKING BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""115543""",MAYBANKC43,MAYBANKC43: CW MALAYAN BANKING BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""115544""",MAYBANKC44,MAYBANKC44: CW MALAYAN BANKING BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""115545""",MAYBANKC45,MAYBANKC45: CW MALAYAN BANKING BERHAD (AM),STRCWARR,FINANCIAL SERVICES
"=""115546""",MAYBANKC46,MAYBANKC46: CW MALAYAN BANKING BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""115547""",MAYBANKC47,MAYBANKC47: CW MALAYAN BANKING BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""115548""",MAYBANKC48,MAYBANKC48: CW MALAYAN BANKING BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""115549""",MAYBANKC49,MAYBANKC49: CW MALAYAN BANKING BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""115550""",MAYBANKC50,MAYBANKC50: CW MALAYAN BANKING BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""115551""",MAYBANKC51,MAYBANKC51: CW MALAYAN BANKING BERHAD (KIBB),STRCWARR,FINANCIAL SERVICES
"=""1163""",ALLIANZ,ALLIANZ MALAYSIA BHD,MAIN MARKET,FINANCIAL SERVICES
"=""1163PA""",ALLIANZ-PA,ALLIANZ MALAYSIA BHD-ICPS,MAIN MARKET,FINANCIAL SERVICES
"=""1171""",MBSB,MALAYSIA BUILDING SOCIETY BHD,MAIN MARKET,FINANCIAL SERVICES
"=""117114""",MBSB-C14,MBSB-C14: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""117115""",MBSB-C15,MBSB-C15: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""117116""",MBSB-C16,MBSB-C16: CW MALAYSIA BUILDING SOCIETY BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""117117""",MBSB-C17,MBSB-C17: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""117118""",MBSB-C18,MBSB-C18: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""117119""",MBSB-C19,MBSB-C19: CW MALAYSIA BUILDING SOCIETY BERHAD (KIBB),STRCWARR,FINANCIAL SERVICES
"=""117120""",MBSB-C20,MBSB-C20: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""1198""",MAA,MAA GROUP BERHAD,MAIN MARKET,FINANCIAL SERVICES
"=""1201""",SUMATEC,SUMATEC RESOURCES BHD,MAIN MARKET,ENERGY
"=""1201WA""",SUMATEC-WA,SUMATEC RES BHD-WARRANTS 11/21,MAIN MARKET,ENERGY
"=""1287""",PMHLDG,PAN MALAYSIA HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""1295""",PBBANK,PUBLIC BANK BHD,MAIN MARKET,FINANCIAL SERVICES
"=""129521""",PBBANK-C21,PBBANK-C21: CW PUBLIC BANK BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""129524""",PBBANK-C24,PBBANK-C24: CW PUBLIC BANK BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""129525""",PBBANK-C25,PBBANK-C25: CW PUBLIC BANK BERHAD (AM),STRCWARR,FINANCIAL SERVICES
"=""129526""",PBBANK-C26,PBBANK-C26: CW PUBLIC BANK BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""129527""",PBBANK-C27,PBBANK-C27: CW PUBLIC BANK BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""129528""",PBBANK-C28,PBBANK-C28: CW PUBLIC BANK BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""129529""",PBBANK-C29,PBBANK-C29: CW PUBLIC BANK BERHAD (KIBB),STRCWARR,FINANCIAL SERVICES
"=""129530""",PBBANK-C30,PBBANK-C30: CW PUBLIC BANK BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""1368""",EDGENTA,UEM EDGENTA BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""1481""",ASB,ADVANCE SYNERGY BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""1503""",GUOCO,GUOCOLAND (MALAYSIA) BHD,MAIN MARKET,PROPERTY
"=""1538""",SYMLIFE,SYMPHONY LIFE BERHAD,MAIN MARKET,PROPERTY
"=""1538WB""",SYMLIFE-WB,SYMPHONY LIFE BERHAD-WB 13/20,MAIN MARKET,PROPERTY
"=""1562""",BJTOTO,BERJAYA SPORTS TOTO BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""1562CW""",BJTOTO-CW,BJTOTO-CW: CW BERJAYA SPORTS TOTO BERHAD (MACQ),STRCWARR,PROPERTY
"=""1562CX""",BJTOTO-CX,BJTOTO-CX: CW BERJAYA SPORTS TOTO BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""1589""",IWCITY,ISKANDAR WATERFRONT CITY BERHAD,MAIN MARKET,PROPERTY
"=""1619""",DRBHCOM,DRB-HICOM BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""161956""",DRBHCOMC56,DRBHCOMC56: CW DRB-HICOM BERHAD (MIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161958""",DRBHCOMC58,DRBHCOMC58: CW DRB-HICOM BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161959""",DRBHCOMC59,DRBHCOMC59: CW DRB-HICOM BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161960""",DRBHCOMC60,DRBHCOMC60: CW DRB-HICOM BERHAD (CIMB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161961""",DRBHCOMC61,DRBHCOMC61: CW DRB-HICOM BERHAD (KIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161962""",DRBHCOMC62,DRBHCOMC62: CW DRB-HICOM BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161963""",DRBHCOMC63,DRBHCOMC63: CW DRB-HICOM BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161964""",DRBHCOMC64,DRBHCOMC64: CW DRB-HICOM BERHAD (CIMB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161965""",DRBHCOMC65,DRBHCOMC65: CW DRB-HICOM BERHAD (AM),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161966""",DRBHCOMC66,DRBHCOMC66: CW DRB-HICOM BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161967""",DRBHCOMC67,DRBHCOMC67: CW DRB-HICOM BERHAD (KIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""161968""",DRBHCOMC68,DRBHCOMC68: CW DRB-HICOM BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""1643""",LANDMRK,LANDMARKS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""1651""",MRCB,MALAYSIAN RESOURCES CORPORATION BERHAD,MAIN MARKET,PROPERTY
"=""165131""",MRCB-C31,MRCB-C31: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MIBB),STRCWARR,PROPERTY
"=""165132""",MRCB-C32,MRCB-C32: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),STRCWARR,PROPERTY
"=""165134""",MRCB-C34,MRCB-C34: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),STRCWARR,PROPERTY
"=""165135""",MRCB-C35,MRCB-C35: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),STRCWARR,PROPERTY
"=""165136""",MRCB-C36,MRCB-C36: CW MALAYSIAN RESOURCES CORPORATION BERHAD (AM),STRCWARR,PROPERTY
"=""165137""",MRCB-C37,MRCB-C37: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),STRCWARR,PROPERTY
"=""165138""",MRCB-C38,MRCB-C38: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),STRCWARR,PROPERTY
"=""1651WB""",MRCB-WB,MALAYSIAN RESOURCES CORPORATION BERHAD - WARRANTS B 2017/2027,MAIN MARKET,PROPERTY
"=""1694""",MENANG,MENANG CORPORATION (M) BHD,MAIN MARKET,PROPERTY
"=""1694WB""",MENANG-WB,MENANG CORPORATION (M) BHD-WARRANTS B 14/19,MAIN MARKET,PROPERTY
"=""1724""",PARAMON,PARAMOUNT CORPORATION BHD,MAIN MARKET,PROPERTY
"=""1783""",SPB,SELANGOR PROPERTIES BHD,MAIN MARKET,PROPERTY
"=""1818""",BURSA,BURSA MALAYSIA BHD,MAIN MARKET,FINANCIAL SERVICES
"=""181818""",BURSA-C18,BURSA-C18: CW BURSA MALAYSIA BERHAD (CIMB),STRCWARR,FINANCIAL SERVICES
"=""181820""",BURSA-C20,BURSA-C20: CW BURSA MALAYSIA BERHAD (MACQ),STRCWARR,FINANCIAL SERVICES
"=""181821""",BURSA-C21,BURSA-C21: CW BURSA MALAYSIA BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""1899""",BKAWAN,BATU KAWAN BHD,MAIN MARKET,PLANTATION
"=""1902""",PINEPAC,PINEHILL PACIFIC BERHAD,MAIN MARKET,PLANTATION
"=""1929""",CHINTEK,CHIN TECK PLANTATIONS BHD,MAIN MARKET,PLANTATION
"=""1961""",IOICORP,IOI CORPORATION BHD,MAIN MARKET,PLANTATION
"=""196119""",IOICORP-C19,IOICORP-C19: CW IOI CORPORATION BERHAD (CIMB),STRCWARR,PLANTATION
"=""1996""",KRETAM,KRETAM HOLDINGS BHD,MAIN MARKET,PLANTATION
"=""2038""",NSOP,NEGRI SEMBILAN OIL PALMS BHD,MAIN MARKET,PLANTATION
"=""2054""",TDM,TDM BHD,MAIN MARKET,PLANTATION
"=""2062""",HARBOUR,HARBOUR-LINK GROUP BHD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""2062WC""",HARBOUR-WC,HARBOUR-LINK GROUP BERHAD-WARRANTS C 2016/2021,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""2089""",UTDPLT,UNITED PLANTATIONS BHD,MAIN MARKET,PLANTATION
"=""2097""",EASTLND,EASTLAND EQUITY BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2127""",COMFORT,COMFORT GLOVES BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""2135""",GOPENG,GOPENG BHD,MAIN MARKET,PLANTATION
"=""2143""",ECM,ECM LIBRA FINANCIAL GRP BHD,MAIN MARKET,FINANCIAL SERVICES
"=""2186""",KUCHAI,KUCHAI DEVELOPMENT BHD,MAIN MARKET,FINANCIAL SERVICES
"=""2194""",MMCCORP,MMC CORPORATION BHD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""219411""",MMCCORPC11,MMCCORPC11: CW MMC CORPORATION BERHAD (MACQ),STRCWARR,TRANSPORTATION & LOGISTICS
"=""2216""",IJMPLNT,IJM PLANTATIONS BHD,MAIN MARKET,PLANTATION
"=""2224""",SDRED,SELANGOR DREDGING BHD,MAIN MARKET,PROPERTY
"=""2259""",TALAMT,TALAM TRANSFORM BERHAD,MAIN MARKET,PROPERTY
"=""2283""",ZELAN,ZELAN BHD,MAIN MARKET,CONSTRUCTION
"=""2283WA""",ZELAN-WA,ZELAN BERHAD -WARRANTS A 14/19,MAIN MARKET,CONSTRUCTION
"=""2291""",GENP,GENTING PLANTATIONS BERHAD,MAIN MARKET,PLANTATION
"=""2291WA""",GENP-WA,GENTING PLANTATIONS BERHAD-WARRANT A 13/19,MAIN MARKET,PLANTATION
"=""2305""",AYER,AYER HOLDINGS BERHAD,MAIN MARKET,PROPERTY
"=""2429""",TANCO,TANCO HOLDINGS BHD,MAIN MARKET,PROPERTY
"=""2429WB""",TANCO-WB,TANCO HOLDINGS BERHAD - WARRANTS B 2018/2021,MAIN MARKET,PROPERTY
"=""2445""",KLK,KUALA LUMPUR KEPONG BHD,MAIN MARKET,PLANTATION
"=""2445C2""",KLK-C2,KLK-C2: CW KUALA LUMPUR KEPONG BERHAD (RHB),STRCWARR,PLANTATION
"=""2453""",KLUANG,KLUANG RUBBER CO (M) BHD,MAIN MARKET,PLANTATION
"=""2488""",ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN MARKET,FINANCIAL SERVICES
"=""2488CX""",ABMB-CX,ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB),STRCWARR,FINANCIAL SERVICES
"=""2488CY""",ABMB-CY,ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),STRCWARR,FINANCIAL SERVICES
"=""2542""",RVIEW,RIVERVIEW RUBBER ESTATES BHD,MAIN MARKET,PLANTATION
"=""2569""",SBAGAN,SUNGEI BAGAN RUBBER CO (M) BHD,MAIN MARKET,PLANTATION
"=""2577""",YTLLAND,YTL LAND & DEVELOPMENT BHD,MAIN MARKET,PROPERTY
"=""2577LA""",YTLLAND-LA,YTL LAND & DEVELOPMENT-ICULS,LOANS,PROPERTY
"=""2593""",UMCCA,UNITED MALACCA BHD,MAIN MARKET,PLANTATION
"=""2607""",INCKEN,INCH KENNETH KAJANG RUBBER PLC,MAIN MARKET,PLANTATION
"=""2658""",AJI,AJINOMOTO (M) BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2674""",ALCOM,ALCOM GROUP BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""2682""",AISB,AMALGAMATED INDUSTRIAL STEEL,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""2739""",HUAAN,SINO HUA-AN INTERNATIONAL BHD,MAIN MARKET,ENERGY
"=""2755""",FCW,FCW HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2771""",BSTEAD,BOUSTEAD HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""2828""",CIHLDG,C.I. HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2836""",CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2852""",CMSB,CAHYA MATA SARAWAK BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""285213""",CMSB-C13,CMSB-C13: CW CAHYA MATA SARAWAK BERHAD (AM),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""285214""",CMSB-C14,CMSB-C14: CW CAHYA MATA SARAWAK BERHAD (MIBB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""285215""",CMSB-C15,CMSB-C15: CW CAHYA MATA SARAWAK BERHAD (RHB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""2879""",CCM,CHEMICAL COMPANY OF MALAYSIA,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""2925""",CCB,CYCLE & CARRIAGE BINTANG BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""2984""",FACBIND,FACB INDUSTRIES INCORPORATED,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3018""",OLYMPIA,OLYMPIA INDUSTRIES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3026""",DLADY,DUTCH LADY MILK INDUSTRIES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3026CB""",DLADY-CB,DLADY-CB: CW DUTCH LADY MILK INDUSTRIES BERHAD (MIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""3034""",HAPSENG,HAP SENG CONSOLIDATED BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3034CX""",HAPSENG-CX,HAPSENG-CX: CW HAP SENG CONSOLIDATED BERHAD (CIMB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""3042""",PETRONM,PETRON MALAYSIA REFINING & MARKETING BERHAD,MAIN MARKET,ENERGY
"=""3042CR""",PETRONM-CR,PETRONM-CR: CW PETRON MALAYSIA REFINING & MARKETING BERHAD (MACQ),STRCWARR,ENERGY
"=""3042CS""",PETRONM-CS,PETRONM-CS: CW PETRON MALAYSIA REFINING & MARKETING BERHAD (MIBB),STRCWARR,ENERGY
"=""3069""",MFCB,MEGA FIRST CORPORATION BHD,MAIN MARKET,UTILITIES
"=""3069WA""",MFCB-WA,MEGA FIRST CORPORATION BERHAD - WARRANTS A 2016/2020,MAIN MARKET,UTILITIES
"=""3107""",FIMACOR,FIMA CORPORATION BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3115""",KBUNAI,KARAMBUNAI CORP BHD,MAIN MARKET,PROPERTY
"=""3115WC""",KBUNAI-WC,KARAMBUNAI CORP BHD -WC 13/23,MAIN MARKET,PROPERTY
"=""3158""",YNHPROP,YNH PROPERTY BHD,MAIN MARKET,PROPERTY
"=""3174""",L&G,LAND & GENERAL BHD,MAIN MARKET,PROPERTY
"=""3182""",GENTING,GENTING BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""318251""",GENTINGC51,GENTINGC51: CW GENTING BERHAD (CIMB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318252""",GENTINGC52,GENTINGC52: CW GENTING BERHAD (AM),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318253""",GENTINGC53,GENTINGC53: CW GENTING BERHAD (MIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318254""",GENTINGC54,GENTINGC54: CW GENTING BERHAD (KIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318255""",GENTINGC55,GENTINGC55: CW GENTING BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318256""",GENTINGC56,GENTINGC56: CW GENTING BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318257""",GENTINGC57,GENTINGC57: CW GENTING BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318258""",GENTINGC58,GENTINGC58: CW GENTING BERHAD (CIMB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318259""",GENTINGC59,GENTINGC59: CW GENTING BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318260""",GENTINGC60,GENTINGC60: CW GENTING BERHAD (KIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318261""",GENTINGC61,GENTINGC61: CW GENTING BERHAD (AM),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""318262""",GENTINGC62,GENTINGC62: CW GENTING BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""3204""",GKENT,GEORGE KENT (M) BHD,MAIN MARKET,CONSTRUCTION
"=""3204CG""",GKENT-CG,GKENT-CG: CW GEORGE KENT (MALAYSIA) BERHAD (MIBB),STRCWARR,CONSTRUCTION
"=""3239""",BJASSET,BERJAYA ASSETS BERHAD,MAIN MARKET,PROPERTY
"=""3239WB""",BJASSET-WB,BERJAYA ASSETS BERHAD - WARRANTS B 2018/2023,MAIN MARKET,PROPERTY
"=""3247""",GUH,GUH HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3255""",HEIM,HEINEKEN MALAYSIA BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3298""",HEXZA,HEXZA CORPORATION BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3301""",HLIND,HONG LEONG INDUSTRIES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3336""",IJM,IJM CORPORATION BHD,MAIN MARKET,CONSTRUCTION
"=""333620""",IJM-C20,IJM-C20: CW IJM CORPORATION BERHAD (MIBB),STRCWARR,CONSTRUCTION
"=""333621""",IJM-C21,IJM-C21: CW IJM CORPORATION BERHAD (CIMB),STRCWARR,CONSTRUCTION
"=""333622""",IJM-C22,IJM-C22: CW IJM CORPORATION BERHAD (KIBB),STRCWARR,CONSTRUCTION
"=""333623""",IJM-C23,IJM-C23: CW IJM CORPORATION BERHAD (AM),STRCWARR,CONSTRUCTION
"=""3379""",INSAS,INSAS BHD,MAIN MARKET,FINANCIAL SERVICES
"=""3379PA""",INSAS-PA,INSAS BERHAD-PREFERENCE SHARES A,MAIN MARKET,FINANCIAL SERVICES
"=""3379WB""",INSAS-WB,INSAS BERHAD - WB 15/20,MAIN MARKET,FINANCIAL SERVICES
"=""3395""",BJCORP,BERJAYA CORPORATION BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""339510""",BJCORP-C10,BJCORP-C10: CW BERJAYA CORPORATION BERHAD (MACQ),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""339511""",BJCORP-C11,BJCORP-C11: CW BERJAYA CORPORATION BERHAD (RHB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""3395LD""",BJCORP-LD,BERJAYA CORP BHD-ICULS 12/22,LOANS,INDUSTRIAL PRODUCTS & SERVICES
"=""3395LE""",BJCORP-LE,BERJAYA CORPORATION BERHAD - ICULS 2016/2026,LOANS,INDUSTRIAL PRODUCTS & SERVICES
"=""3395WB""",BJCORP-WB,BERJAYA COR BHD-WARRANTS 12/22,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3395WC""",BJCORP-WC,BERJAYA CORPORATION BERHAD-WARRANTS C 2016/2026,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3417""",E&O,EASTERN & ORIENTAL BHD,MAIN MARKET,PROPERTY
"=""3417WB""",E&O-WB,EASTERN & ORIENTAL BERHAD - WARRANTS B 15/19,MAIN MARKET,PROPERTY
"=""3441""",JOHAN,JOHAN HOLDINGS BHD,MAIN MARKET,FINANCIAL SERVICES
"=""3476""",KSENG,KECK SENG (M) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3484""",DBHD,DAMANSARA REALTY BHD,MAIN MARKET,PROPERTY
"=""3484WA""",DBHD-WA,DAMANSARA REALTY BHD-WARRANT A 2017/2020,MAIN MARKET,PROPERTY
"=""3514""",MARCO,MARCO HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3522""",KIANJOO,KIAN JOO CAN FACTORY BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3557""",ECOFIRS,ECOFIRST CONSOLIDATED BHD,MAIN MARKET,PROPERTY
"=""3557WC""",ECOFIRS-WC,ECOFIRST CONSOLIDATED BHD-WARRANTS 14/19,MAIN MARKET,PROPERTY
"=""3565""",WCEHB,WCE HOLDINGS BERHAD,MAIN MARKET,CONSTRUCTION
"=""3573""",LIENHOE,LIEN HOE CORPORATION BHD,MAIN MARKET,PROPERTY
"=""3611""",PGLOBE,PARAGON GLOBE BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3611WA""",PGLOBE-WA,PARAGON GLOBE BERHAD-WARRANTS 2010/2020,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3662""",MFLOUR,MALAYAN FLOUR MILLS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3662LR""",MFLOUR-LR,MALAYAN FLOUR MILLS BERHAD - LOAN RIGHTS,LOANS,CONSUMER PRODUCTS & SERVICES
"=""3662OR""",MFLOUR-OR,MALAYAN FLOUR MILLS BERHAD - ORDINARY RIGHTS,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3689""",F&N,FRASER & NEAVE HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3689CC""",F&N-CC,F&N-CC: CW FRASER & NEAVE HOLDINGS BERHAD (MIBB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""3719""",PANAMY,PANASONIC MANUFACTURING MSIA,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3743""",SUNSURIA,SUNSURIA BERHAD,MAIN MARKET,PROPERTY
"=""3743WA""",SUNSURIA-WA,SUNSURIA BERHAD - WARRANTS A 2015/2020,MAIN MARKET,PROPERTY
"=""3778""",MELEWAR,MELEWAR INDUSTRIAL GROUP BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3778WB""",MELEWAR-WB,MELEWAR INDUSTRIAL GROUP BERHAD - WARRANTS B 2018/2023,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3794""",LAFMSIA,LAFARGE MALAYSIA BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3816""",MISC,MISC BHD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""381619""",MISC-C19,MISC-C19: CW MISC BERHAD (CIMB),STRCWARR,TRANSPORTATION & LOGISTICS
"=""381620""",MISC-C20,MISC-C20: CW MISC BERHAD (MACQ),STRCWARR,TRANSPORTATION & LOGISTICS
"=""3859""",MAGNUM,MAGNUM BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3867""",MPI,MALAYSIAN PACIFIC INDUSTRIES,MAIN MARKET,TECHNOLOGY
"=""3883""",MUDA,MUDA HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""3891""",MUIIND,MALAYAN UNITED INDUSTRIES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3905""",MULPHA,MULPHA INTERNATIONAL BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""3913""",MUIPROP,MUI PROPERTIES BHD,MAIN MARKET,PROPERTY
"=""3948""",DUTALND,DUTALAND BHD,MAIN MARKET,PLANTATION
"=""4006""",ORIENT,ORIENTAL HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""4022""",TADMAX,TADMAX RESOURCES BERHAD,MAIN MARKET,PROPERTY
"=""4057""",ASIAPAC,ASIAN PAC HOLDINGS BHD,MAIN MARKET,PROPERTY
"=""4057LC""",ASIAPAC-LC,ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,LOANS,PROPERTY
"=""4057WB""",ASIAPAC-WB,ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,MAIN MARKET,PROPERTY
"=""4065""",PPB,PPB GROUP BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""4065CJ""",PPB-CJ,PPB-CJ: CW PPB GROUP BERHAD (RHB),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""4081""",PMCORP,PAN MALAYSIA CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
